Region,Brott,År,Period,Antal
Sundbyberg kommun,därav misshandel inkl. grov,2023 prel.,Aug,44
Sundbyberg kommun,därav misshandel inkl. grov,2023 prel.,Sep,26
Sundbyberg kommun,därav misshandel inkl. grov,2023 prel.,Okt,29
Sundbyberg kommun,därav misshandel inkl. grov,2023 prel.,Nov,38
Sundbyberg kommun,därav misshandel inkl. grov,2023 prel.,Dec,31
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,55
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,58
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,65
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,36
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,45
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,84
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,71
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,56
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,66
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,59
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,67
Sundbyberg kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,62
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,1
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,1
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,3
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,3
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,1
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,1
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,4
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,2
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,5
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,13
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Sundbyberg kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,1
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Jan,10
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Feb,2
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Mar,3
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Apr,8
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Maj,12
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Jun,5
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Jul,8
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Aug,5
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Sep,5
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Okt,5
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Nov,20
Sundbyberg kommun,6 kap. Sexualbrott,2023 prel.,Dec,4
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Feb,2
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Sundbyberg kommun,7 kap. Brott mot familj,2023 prel.,Dec,0
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Jan,209
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Feb,217
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Mar,247
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Apr,286
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Maj,269
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Jun,202
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Jul,195
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Aug,253
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Sep,291
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Okt,281
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Nov,234
Södertälje kommun,3-7 kap. Brott mot person,2023 prel.,Dec,256
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,83
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,73
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,97
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,112
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,106
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,86
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,63
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,92
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,125
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,110
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,95
Södertälje kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,91
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Jan,78
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Feb,68
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Mar,91
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Apr,108
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Maj,101
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Jun,81
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Jul,59
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Aug,89
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Sep,120
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Okt,101
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Nov,87
Södertälje kommun,därav misshandel inkl. grov,2023 prel.,Dec,86
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,105
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,119
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,119
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,136
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,138
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,90
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,120
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,137
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,147
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,147
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,119
Södertälje kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,148
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,10
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,11
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,7
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,0
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,9
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,4
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,5
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,7
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,6
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,6
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,10
Södertälje kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,4
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Jan,9
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Feb,13
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Mar,23
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Apr,36
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Maj,15
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Jun,20
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Jul,6
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Aug,16
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Sep,13
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Okt,17
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Nov,9
Södertälje kommun,6 kap. Sexualbrott,2023 prel.,Dec,13
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Jan,2
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Feb,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Mar,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Apr,2
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Maj,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Jun,2
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Jul,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Aug,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Okt,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Nov,1
Södertälje kommun,7 kap. Brott mot familj,2023 prel.,Dec,0
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Jan,59
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Feb,86
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Mar,68
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Apr,97
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Maj,77
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Jun,90
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Jul,76
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Aug,61
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Sep,80
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Okt,70
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Nov,80
Tyresö kommun,3-7 kap. Brott mot person,2023 prel.,Dec,63
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,11
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,28
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,19
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,39
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,28
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,43
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,37
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,13
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,23
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,15
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,41
Tyresö kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,22
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Jan,9
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Feb,26
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Mar,19
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Apr,39
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Maj,26
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Jun,41
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Jul,36
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Aug,12
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Sep,22
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Okt,15
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Nov,40
Tyresö kommun,därav misshandel inkl. grov,2023 prel.,Dec,21
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,41
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,46
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,41
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,54
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,33
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,42
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,32
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,44
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,47
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,50
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,37
Tyresö kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,34
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,3
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,3
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,1
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,0
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,1
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,1
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,3
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,0
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,3
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,3
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,1
Tyresö kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Jan,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Feb,9
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Mar,6
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Apr,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Maj,13
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Jun,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Jul,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Aug,4
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Sep,7
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Okt,0
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Nov,1
Tyresö kommun,6 kap. Sexualbrott,2023 prel.,Dec,3
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Mar,1
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Maj,2
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Okt,2
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Tyresö kommun,7 kap. Brott mot familj,2023 prel.,Dec,0
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Jan,68
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Feb,74
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Mar,78
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Apr,92
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Maj,107
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Jun,62
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Jul,85
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Aug,84
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Sep,91
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Okt,118
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Nov,102
Täby kommun,3-7 kap. Brott mot person,2023 prel.,Dec,89
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,18
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,23
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,23
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,30
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,31
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,20
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,29
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,15
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,17
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,45
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,15
Täby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,19
Täby kommun,därav misshandel inkl. grov,2023 prel.,Jan,18
Täby kommun,därav misshandel inkl. grov,2023 prel.,Feb,22
Täby kommun,därav misshandel inkl. grov,2023 prel.,Mar,19
Täby kommun,därav misshandel inkl. grov,2023 prel.,Apr,29
Täby kommun,därav misshandel inkl. grov,2023 prel.,Maj,27
Täby kommun,därav misshandel inkl. grov,2023 prel.,Jun,20
Täby kommun,därav misshandel inkl. grov,2023 prel.,Jul,27
Täby kommun,därav misshandel inkl. grov,2023 prel.,Aug,15
Täby kommun,därav misshandel inkl. grov,2023 prel.,Sep,15
Täby kommun,därav misshandel inkl. grov,2023 prel.,Okt,43
Täby kommun,därav misshandel inkl. grov,2023 prel.,Nov,15
Täby kommun,därav misshandel inkl. grov,2023 prel.,Dec,16
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,41
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,44
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,44
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,47
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,64
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,35
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,46
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,57
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,64
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,62
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,69
Täby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,56
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,7
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,5
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,2
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,3
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,6
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,0
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,3
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,7
Täby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,4
Täby kommun,6 kap. Sexualbrott,2023 prel.,Jan,2
Täby kommun,6 kap. Sexualbrott,2023 prel.,Feb,3
Täby kommun,6 kap. Sexualbrott,2023 prel.,Mar,6
Täby kommun,6 kap. Sexualbrott,2023 prel.,Apr,9
Täby kommun,6 kap. Sexualbrott,2023 prel.,Maj,10
Täby kommun,6 kap. Sexualbrott,2023 prel.,Jun,4
Täby kommun,6 kap. Sexualbrott,2023 prel.,Jul,4
Täby kommun,6 kap. Sexualbrott,2023 prel.,Aug,8
Täby kommun,6 kap. Sexualbrott,2023 prel.,Sep,8
Täby kommun,6 kap. Sexualbrott,2023 prel.,Okt,7
Täby kommun,6 kap. Sexualbrott,2023 prel.,Nov,11
Täby kommun,6 kap. Sexualbrott,2023 prel.,Dec,9
Täby kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Apr,1
Täby kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Sep,2
Täby kommun,7 kap. Brott mot familj,2023 prel.,Okt,1
Täby kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Täby kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Jan,89
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Feb,130
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Mar,114
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Apr,139
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Maj,95
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Jun,87
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Jul,113
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Aug,88
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Sep,115
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Okt,116
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Nov,113
Upplands Väsby kommun,3-7 kap. Brott mot person,2023 prel.,Dec,97
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,31
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,43
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,42
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,39
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,34
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,36
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,40
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,37
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,38
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,31
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,37
Upplands Väsby kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,33
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Jan,30
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Feb,43
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Mar,39
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Apr,37
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Maj,34
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Jun,32
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Jul,38
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Aug,37
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Sep,34
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Okt,27
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Nov,34
Upplands Väsby kommun,därav misshandel inkl. grov,2023 prel.,Dec,30
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,48
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,71
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,60
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,87
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,55
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,48
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,63
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,49
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,70
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,70
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,67
Upplands Väsby kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,55
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,2
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,3
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,1
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,0
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,2
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,2
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,1
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,1
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Upplands Väsby kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,2
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Jan,8
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Feb,11
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Mar,8
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Apr,7
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Maj,5
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Jun,2
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Jul,8
Upplands Väsby kommun,6 kap. Sexualbrott,2023 prel.,Aug,0
