Region,Brott,År,Period,Antal
Norrtälje kommun,7 kap. Brott mot familj,2023 prel.,Dec,2
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Jan,41
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Feb,32
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Mar,21
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Apr,37
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Maj,27
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Jun,31
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Jul,26
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Aug,20
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Sep,28
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Okt,51
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Nov,41
Salem kommun,3-7 kap. Brott mot person,2023 prel.,Dec,33
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,14
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,10
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,9
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,13
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,15
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,10
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,7
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,6
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,7
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,18
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,14
Salem kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,8
Salem kommun,därav misshandel inkl. grov,2023 prel.,Jan,14
Salem kommun,därav misshandel inkl. grov,2023 prel.,Feb,10
Salem kommun,därav misshandel inkl. grov,2023 prel.,Mar,7
Salem kommun,därav misshandel inkl. grov,2023 prel.,Apr,11
Salem kommun,därav misshandel inkl. grov,2023 prel.,Maj,14
Salem kommun,därav misshandel inkl. grov,2023 prel.,Jun,10
Salem kommun,därav misshandel inkl. grov,2023 prel.,Jul,6
Salem kommun,därav misshandel inkl. grov,2023 prel.,Aug,6
Salem kommun,därav misshandel inkl. grov,2023 prel.,Sep,7
Salem kommun,därav misshandel inkl. grov,2023 prel.,Okt,18
Salem kommun,därav misshandel inkl. grov,2023 prel.,Nov,14
Salem kommun,därav misshandel inkl. grov,2023 prel.,Dec,6
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,23
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,16
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,11
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,17
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,10
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,19
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,18
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,13
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,19
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,30
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,27
Salem kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,22
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,2
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,1
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,1
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,1
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,1
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,0
Salem kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,0
Salem kommun,6 kap. Sexualbrott,2023 prel.,Jan,4
Salem kommun,6 kap. Sexualbrott,2023 prel.,Feb,4
Salem kommun,6 kap. Sexualbrott,2023 prel.,Mar,0
Salem kommun,6 kap. Sexualbrott,2023 prel.,Apr,7
Salem kommun,6 kap. Sexualbrott,2023 prel.,Maj,1
Salem kommun,6 kap. Sexualbrott,2023 prel.,Jun,1
Salem kommun,6 kap. Sexualbrott,2023 prel.,Jul,0
Salem kommun,6 kap. Sexualbrott,2023 prel.,Aug,1
Salem kommun,6 kap. Sexualbrott,2023 prel.,Sep,2
Salem kommun,6 kap. Sexualbrott,2023 prel.,Okt,3
Salem kommun,6 kap. Sexualbrott,2023 prel.,Nov,0
Salem kommun,6 kap. Sexualbrott,2023 prel.,Dec,3
Salem kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Jul,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Aug,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Salem kommun,7 kap. Brott mot familj,2023 prel.,Dec,0
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Jan,125
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Feb,148
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Mar,124
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Apr,97
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Maj,149
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Jun,156
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Jul,135
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Aug,160
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Sep,170
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Okt,133
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Nov,167
Sigtuna kommun,3-7 kap. Brott mot person,2023 prel.,Dec,132
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,45
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,51
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,42
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,30
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,56
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,48
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,43
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,46
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,65
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,55
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,56
Sigtuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,37
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Jan,39
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Feb,44
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Mar,39
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Apr,26
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Maj,49
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Jun,44
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Jul,39
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Aug,42
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Sep,60
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Okt,47
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Nov,51
Sigtuna kommun,därav misshandel inkl. grov,2023 prel.,Dec,28
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,69
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,78
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,68
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,60
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,82
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,94
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,76
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,102
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,96
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,70
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,100
Sigtuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,80
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,1
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,2
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,3
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,1
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,5
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,6
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,2
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,1
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,3
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,2
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Sigtuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,1
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Jan,9
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Feb,16
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Mar,9
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Apr,5
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Maj,6
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Jun,7
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Jul,12
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Aug,9
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Sep,6
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Okt,6
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Nov,7
Sigtuna kommun,6 kap. Sexualbrott,2023 prel.,Dec,13
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Jan,1
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Feb,1
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Mar,2
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Apr,1
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Maj,0
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Jun,1
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Jul,2
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Aug,2
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Nov,0
Sigtuna kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Jan,158
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Feb,150
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Mar,144
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Apr,192
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Maj,170
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Jun,128
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Jul,109
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Aug,161
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Sep,163
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Okt,183
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Nov,175
Sollentuna kommun,3-7 kap. Brott mot person,2023 prel.,Dec,150
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,42
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,51
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,44
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,59
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,56
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,38
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,27
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,44
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,52
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,46
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,41
Sollentuna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,49
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Jan,40
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Feb,48
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Mar,41
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Apr,58
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Maj,54
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Jun,37
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Jul,26
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Aug,43
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Sep,50
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Okt,42
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Nov,40
Sollentuna kommun,därav misshandel inkl. grov,2023 prel.,Dec,43
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,82
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,80
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,79
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,106
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,82
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,69
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,64
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,102
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,96
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,126
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,116
Sollentuna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,84
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,4
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,9
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,5
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,9
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,2
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,0
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,2
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,2
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,4
Sollentuna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Jan,30
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Feb,15
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Mar,12
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Apr,21
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Maj,21
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Jun,19
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Jul,15
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Aug,9
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Sep,13
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Okt,9
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Nov,12
Sollentuna kommun,6 kap. Sexualbrott,2023 prel.,Dec,9
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Jan,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Feb,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Apr,1
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Maj,2
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Jul,3
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Aug,2
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Sep,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Nov,2
Sollentuna kommun,7 kap. Brott mot familj,2023 prel.,Dec,3
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Jan,195
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Feb,160
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Mar,212
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Apr,141
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Maj,151
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Jun,124
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Jul,155
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Aug,189
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Sep,167
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Okt,179
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Nov,171
Solna kommun,3-7 kap. Brott mot person,2023 prel.,Dec,169
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jan,68
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Feb,51
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Mar,77
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Apr,60
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Maj,68
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jun,53
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Jul,62
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Aug,64
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Sep,62
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Okt,58
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Nov,37
Solna kommun,3 kap. Brott mot liv och hälsa,2023 prel.,Dec,57
Solna kommun,därav misshandel inkl. grov,2023 prel.,Jan,57
Solna kommun,därav misshandel inkl. grov,2023 prel.,Feb,47
Solna kommun,därav misshandel inkl. grov,2023 prel.,Mar,76
Solna kommun,därav misshandel inkl. grov,2023 prel.,Apr,55
Solna kommun,därav misshandel inkl. grov,2023 prel.,Maj,58
Solna kommun,därav misshandel inkl. grov,2023 prel.,Jun,40
Solna kommun,därav misshandel inkl. grov,2023 prel.,Jul,60
Solna kommun,därav misshandel inkl. grov,2023 prel.,Aug,59
Solna kommun,därav misshandel inkl. grov,2023 prel.,Sep,59
Solna kommun,därav misshandel inkl. grov,2023 prel.,Okt,54
Solna kommun,därav misshandel inkl. grov,2023 prel.,Nov,34
Solna kommun,därav misshandel inkl. grov,2023 prel.,Dec,52
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jan,104
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Feb,96
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Mar,102
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Apr,66
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Maj,67
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jun,56
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Jul,75
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Aug,106
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Sep,93
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Okt,104
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Nov,116
Solna kommun,4 kap. Brott mot frihet och frid,2023 prel.,Dec,87
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jan,4
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Feb,4
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Mar,11
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Apr,7
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Maj,6
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jun,2
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Jul,5
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Aug,4
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Sep,2
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Okt,5
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Nov,8
Solna kommun,5 kap. Ärekränkningsbrott,2023 prel.,Dec,5
Solna kommun,6 kap. Sexualbrott,2023 prel.,Jan,17
Solna kommun,6 kap. Sexualbrott,2023 prel.,Feb,7
Solna kommun,6 kap. Sexualbrott,2023 prel.,Mar,22
Solna kommun,6 kap. Sexualbrott,2023 prel.,Apr,8
Solna kommun,6 kap. Sexualbrott,2023 prel.,Maj,8
Solna kommun,6 kap. Sexualbrott,2023 prel.,Jun,13
Solna kommun,6 kap. Sexualbrott,2023 prel.,Jul,11
Solna kommun,6 kap. Sexualbrott,2023 prel.,Aug,11
Solna kommun,6 kap. Sexualbrott,2023 prel.,Sep,9
Solna kommun,6 kap. Sexualbrott,2023 prel.,Okt,12
Solna kommun,6 kap. Sexualbrott,2023 prel.,Nov,9
Solna kommun,6 kap. Sexualbrott,2023 prel.,Dec,19
Solna kommun,7 kap. Brott mot familj,2023 prel.,Jan,2
Solna kommun,7 kap. Brott mot familj,2023 prel.,Feb,2
Solna kommun,7 kap. Brott mot familj,2023 prel.,Mar,0
Solna kommun,7 kap. Brott mot familj,2023 prel.,Apr,0
Solna kommun,7 kap. Brott mot familj,2023 prel.,Maj,2
Solna kommun,7 kap. Brott mot familj,2023 prel.,Jun,0
Solna kommun,7 kap. Brott mot familj,2023 prel.,Jul,2
Solna kommun,7 kap. Brott mot familj,2023 prel.,Aug,4
Solna kommun,7 kap. Brott mot familj,2023 prel.,Sep,1
Solna kommun,7 kap. Brott mot familj,2023 prel.,Okt,0
Solna kommun,7 kap. Brott mot familj,2023 prel.,Nov,1
Solna kommun,7 kap. Brott mot familj,2023 prel.,Dec,1
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jan,153
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Feb,108
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Mar,148
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Apr,138
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Maj,217
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jun,149
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Jul,136
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Aug,128
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Sep,181
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Okt,164
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Nov,149
Stadsdelsområde Bromma (Sthlm),3-7 kap. Brott mot person,2023 prel.,Dec,118
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jan,47
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Feb,39
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Mar,46
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Apr,47
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Maj,63
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jun,50
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Jul,45
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Aug,39
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Sep,53
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Okt,39
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Nov,34
Stadsdelsområde Bromma (Sthlm),3 kap. Brott mot liv och hälsa,2023 prel.,Dec,30
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Jan,43
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Feb,35
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Mar,43
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Apr,45
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Maj,59
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Jun,47
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Jul,43
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Aug,37
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Sep,50
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Okt,36
Stadsdelsområde Bromma (Sthlm),därav misshandel inkl. grov,2023 prel.,Nov,30
