Region;Brott;År;Period;Antal;/100 000 inv
Lidingö kommun;6 kap. Sexualbrott;2022;Aug;3;6;
Lidingö kommun;6 kap. Sexualbrott;2022;Sep;3;6;
Lidingö kommun;6 kap. Sexualbrott;2022;Okt;11;23;
Lidingö kommun;6 kap. Sexualbrott;2022;Nov;3;6;
Lidingö kommun;6 kap. Sexualbrott;2022;Dec;2;4;
Lidingö kommun;3-7 kap. Brott mot person;2022;Jan;61;126;
Lidingö kommun;3-7 kap. Brott mot person;2022;Feb;68;141;
Lidingö kommun;3-7 kap. Brott mot person;2022;Mar;54;112;
Lidingö kommun;3-7 kap. Brott mot person;2022;Apr;61;126;
Lidingö kommun;3-7 kap. Brott mot person;2022;Maj;49;101;
Lidingö kommun;3-7 kap. Brott mot person;2022;Jun;57;118;
Lidingö kommun;3-7 kap. Brott mot person;2022;Jul;56;116;
Lidingö kommun;3-7 kap. Brott mot person;2022;Aug;48;99;
Lidingö kommun;3-7 kap. Brott mot person;2022;Sep;63;130;
Lidingö kommun;3-7 kap. Brott mot person;2022;Okt;66;137;
Lidingö kommun;3-7 kap. Brott mot person;2022;Nov;54;112;
Lidingö kommun;3-7 kap. Brott mot person;2022;Dec;67;139;
Lidingö kommun;7 kap. Brott mot familj;2022;Jan;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Feb;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Mar;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Apr;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Maj;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Jun;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Jul;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Aug;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Sep;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Okt;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Nov;0;0;
Lidingö kommun;7 kap. Brott mot familj;2022;Dec;1;2;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jan;48;44;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Feb;48;44;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Mar;45;41;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Apr;51;47;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Maj;50;46;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jun;43;40;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jul;40;37;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Aug;71;65;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Sep;32;29;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Okt;49;45;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Nov;51;47;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Dec;39;36;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jan;48;44;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Feb;48;44;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Mar;45;41;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Apr;51;47;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Maj;50;46;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jun;43;40;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Jul;40;37;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Aug;71;65;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Sep;32;29;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Okt;49;45;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Nov;51;47;
Nacka kommun;3 kap. Brott mot liv och hälsa;2022;Dec;39;36;
Nacka kommun;därav misshandel inkl. grov;2022;Jan;44;40;
Nacka kommun;därav misshandel inkl. grov;2022;Feb;46;42;
Nacka kommun;därav misshandel inkl. grov;2022;Mar;42;39;
Nacka kommun;därav misshandel inkl. grov;2022;Apr;49;45;
Nacka kommun;därav misshandel inkl. grov;2022;Maj;44;40;
Nacka kommun;därav misshandel inkl. grov;2022;Jun;39;36;
Nacka kommun;därav misshandel inkl. grov;2022;Jul;38;35;
Nacka kommun;därav misshandel inkl. grov;2022;Aug;64;59;
Nacka kommun;därav misshandel inkl. grov;2022;Sep;28;26;
Nacka kommun;därav misshandel inkl. grov;2022;Okt;47;43;
Nacka kommun;därav misshandel inkl. grov;2022;Nov;45;41;
Nacka kommun;därav misshandel inkl. grov;2022;Dec;34;31;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Jan;73;67;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Feb;72;66;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Mar;65;60;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Apr;76;70;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Maj;61;56;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Jun;97;89;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Jul;53;49;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Aug;74;68;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Sep;76;70;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Okt;87;80;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Nov;88;81;
Nacka kommun;4 kap. Brott mot frihet och frid;2022;Dec;54;50;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Jan;1;1;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Feb;2;2;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Mar;8;7;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Apr;2;2;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Maj;0;0;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Jun;7;6;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Jul;2;2;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Aug;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Sep;2;2;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Okt;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Nov;6;6;
Nacka kommun;5 kap. Ärekränkningsbrott;2022;Dec;3;3;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;6 kap. Sexualbrott;2022;Jan;3;3;
Nacka kommun;6 kap. Sexualbrott;2022;Feb;7;6;
Nacka kommun;6 kap. Sexualbrott;2022;Mar;16;15;
Nacka kommun;6 kap. Sexualbrott;2022;Apr;12;11;
Nacka kommun;6 kap. Sexualbrott;2022;Maj;18;17;
Nacka kommun;6 kap. Sexualbrott;2022;Jun;16;15;
Nacka kommun;6 kap. Sexualbrott;2022;Jul;3;3;
Nacka kommun;6 kap. Sexualbrott;2022;Aug;11;10;
Nacka kommun;6 kap. Sexualbrott;2022;Sep;6;6;
Nacka kommun;6 kap. Sexualbrott;2022;Okt;9;8;
Nacka kommun;6 kap. Sexualbrott;2022;Nov;11;10;
Nacka kommun;6 kap. Sexualbrott;2022;Dec;10;9;
Nacka kommun;3-7 kap. Brott mot person;2022;Jan;125;115;
Nacka kommun;3-7 kap. Brott mot person;2022;Feb;129;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Mar;136;125;
Nacka kommun;3-7 kap. Brott mot person;2022;Apr;143;131;
Nacka kommun;3-7 kap. Brott mot person;2022;Maj;130;119;
Nacka kommun;3-7 kap. Brott mot person;2022;Jun;163;150;
Nacka kommun;3-7 kap. Brott mot person;2022;Jul;100;92;
Nacka kommun;3-7 kap. Brott mot person;2022;Aug;160;147;
Nacka kommun;3-7 kap. Brott mot person;2022;Sep;116;107;
Nacka kommun;3-7 kap. Brott mot person;2022;Okt;149;137;
Nacka kommun;3-7 kap. Brott mot person;2022;Nov;158;145;
Nacka kommun;3-7 kap. Brott mot person;2022;Dec;107;98;
Nacka kommun;7 kap. Brott mot familj;2022;Jan;0;0;
Nacka kommun;7 kap. Brott mot familj;2022;Feb;0;0;
Nacka kommun;7 kap. Brott mot familj;2022;Mar;2;2;
Nacka kommun;7 kap. Brott mot familj;2022;Apr;2;2;
Nacka kommun;7 kap. Brott mot familj;2022;Maj;1;1;
Nacka kommun;7 kap. Brott mot familj;2022;Jun;0;0;
Nacka kommun;7 kap. Brott mot familj;2022;Jul;2;2;
Nacka kommun;7 kap. Brott mot familj;2022;Aug;1;1;
Nacka kommun;7 kap. Brott mot familj;2022;Sep;0;0;
Nacka kommun;7 kap. Brott mot familj;2022;Okt;1;1;
Nacka kommun;7 kap. Brott mot familj;2022;Nov;2;2;
Nacka kommun;7 kap. Brott mot familj;2022;Dec;1;1;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jan;53;81;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Feb;66;101;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Mar;64;98;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Apr;50;77;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Maj;52;80;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jun;62;95;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jul;65;100;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Aug;73;112;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Sep;45;69;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Okt;75;115;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Nov;65;100;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Dec;43;66;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jan;53;81;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Feb;66;101;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Mar;64;98;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Apr;50;77;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Maj;52;80;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jun;62;95;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Jul;65;100;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Aug;73;112;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Sep;45;69;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Okt;75;115;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Nov;65;100;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2022;Dec;43;66;
Norrtälje kommun;därav misshandel inkl. grov;2022;Jan;50;77;
Norrtälje kommun;därav misshandel inkl. grov;2022;Feb;63;97;
Norrtälje kommun;därav misshandel inkl. grov;2022;Mar;62;95;
Norrtälje kommun;därav misshandel inkl. grov;2022;Apr;47;72;
Norrtälje kommun;därav misshandel inkl. grov;2022;Maj;48;74;
Norrtälje kommun;därav misshandel inkl. grov;2022;Jun;57;87;
Norrtälje kommun;därav misshandel inkl. grov;2022;Jul;62;95;
Norrtälje kommun;därav misshandel inkl. grov;2022;Aug;71;109;
Norrtälje kommun;därav misshandel inkl. grov;2022;Sep;45;69;
Norrtälje kommun;därav misshandel inkl. grov;2022;Okt;73;112;
Norrtälje kommun;därav misshandel inkl. grov;2022;Nov;64;98;
Norrtälje kommun;därav misshandel inkl. grov;2022;Dec;40;61;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Jan;63;97;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Feb;74;114;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Mar;97;149;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Apr;64;98;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Maj;103;158;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Jun;71;109;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Jul;116;178;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Aug;93;143;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Sep;86;132;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Okt;110;169;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Nov;88;135;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2022;Dec;59;91;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Jan;2;3;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Feb;3;5;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Mar;8;12;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Apr;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Maj;7;11;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Jun;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Jul;2;3;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Aug;0;0;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Sep;4;6;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Okt;9;14;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Nov;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2022;Dec;3;5;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;6 kap. Sexualbrott;2022;Jan;4;6;
Norrtälje kommun;6 kap. Sexualbrott;2022;Feb;9;14;
Norrtälje kommun;6 kap. Sexualbrott;2022;Mar;36;55;
Norrtälje kommun;6 kap. Sexualbrott;2022;Apr;16;25;
Norrtälje kommun;6 kap. Sexualbrott;2022;Maj;14;21;
Norrtälje kommun;6 kap. Sexualbrott;2022;Jun;8;12;
Norrtälje kommun;6 kap. Sexualbrott;2022;Jul;8;12;
Norrtälje kommun;6 kap. Sexualbrott;2022;Aug;16;25;
Norrtälje kommun;6 kap. Sexualbrott;2022;Sep;17;26;
Norrtälje kommun;6 kap. Sexualbrott;2022;Okt;8;12;
Norrtälje kommun;6 kap. Sexualbrott;2022;Nov;5;8;
Norrtälje kommun;6 kap. Sexualbrott;2022;Dec;12;18;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jan;125;192;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Feb;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Mar;206;316;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Apr;136;209;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Maj;176;270;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jun;147;226;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Jul;192;295;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Aug;183;281;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Sep;152;233;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Okt;204;313;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Nov;164;252;
Norrtälje kommun;3-7 kap. Brott mot person;2022;Dec;117;180;
Norrtälje kommun;7 kap. Brott mot familj;2022;Jan;3;5;
Norrtälje kommun;7 kap. Brott mot familj;2022;Feb;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Mar;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2022;Apr;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Maj;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Jun;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Jul;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2022;Aug;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2022;Sep;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Okt;2;3;
Norrtälje kommun;7 kap. Brott mot familj;2022;Nov;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2022;Dec;0;0;
Salem kommun;3-7 kap. Brott mot person;2022;Jan;21;121;
Salem kommun;3-7 kap. Brott mot person;2022;Feb;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Mar;37;214;
Salem kommun;3-7 kap. Brott mot person;2022;Apr;16;92;
Salem kommun;3-7 kap. Brott mot person;2022;Maj;16;92;
Salem kommun;3-7 kap. Brott mot person;2022;Jun;30;173;
Salem kommun;3-7 kap. Brott mot person;2022;Jul;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Aug;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Sep;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Okt;35;202;
Salem kommun;3-7 kap. Brott mot person;2022;Nov;36;208;
Salem kommun;3-7 kap. Brott mot person;2022;Dec;32;185;
Salem kommun;3-7 kap. Brott mot person;2022;Jan;21;121;
Salem kommun;3-7 kap. Brott mot person;2022;Feb;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Mar;37;214;
Salem kommun;3-7 kap. Brott mot person;2022;Apr;16;92;
Salem kommun;3-7 kap. Brott mot person;2022;Maj;16;92;
Salem kommun;3-7 kap. Brott mot person;2022;Jun;30;173;
Salem kommun;3-7 kap. Brott mot person;2022;Jul;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Aug;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Sep;27;156;
Salem kommun;3-7 kap. Brott mot person;2022;Okt;35;202;
Salem kommun;3-7 kap. Brott mot person;2022;Nov;36;208;
Salem kommun;3-7 kap. Brott mot person;2022;Dec;32;185;
Salem kommun;3 kap. Brott mot liv och hälsa;2022;Jan;8;46;
Salem kommun;3 kap. Brott mot liv och hälsa;2022;Feb;13;75;
Salem kommun;3 kap. Brott mot liv och hälsa;2022;Mar;11;64;
Salem kommun;3 kap. Brott mot liv och hälsa;2022;Apr;4;23;
