Region;Brott;År;Period;Antal;/100 000 inv
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Mar;155;253;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Apr;155;253;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Maj;138;225;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Jun;121;197;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Jul;119;194;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Aug;161;262;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Sep;135;220;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Okt;173;282;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Nov;107;174;
Stadsdelsområde Farsta (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;230;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Jan;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Feb;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Mar;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Apr;2;3;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Maj;1;2;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Jun;1;2;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Jul;2;3;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Aug;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Sep;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Okt;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Nov;0;0;
Stadsdelsområde Farsta (Sthlm);7 kap. Brott mot familj;2022;Dec;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Jan;1229;981;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Feb;1325;1057;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Mar;1739;1388;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Apr;1729;1380;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Maj;1303;1040;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Jun;1308;1044;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Jul;999;797;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Aug;1243;992;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Sep;1743;1391;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Okt;2722;2172;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Nov;3206;2559;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);Brott mot brottsbalken;2022;Dec;1468;1172;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jan;69;55;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Feb;68;54;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Mar;66;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Apr;79;63;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Maj;96;77;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jun;73;58;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jul;42;34;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Aug;67;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Sep;49;39;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Okt;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Nov;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Dec;62;49;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jan;69;55;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Feb;68;54;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Mar;66;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Apr;79;63;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Maj;96;77;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jun;73;58;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jul;42;34;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Aug;67;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Sep;49;39;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Okt;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Nov;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3 kap. Brott mot liv och hälsa;2022;Dec;62;49;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Jan;66;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Feb;68;54;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Mar;62;49;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Apr;74;59;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Maj;85;68;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Jun;67;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Jul;41;33;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Aug;66;53;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Sep;47;38;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Okt;76;61;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Nov;77;61;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);därav misshandel inkl. grov;2022;Dec;60;48;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Jan;95;76;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Feb;127;101;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Mar;94;75;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Apr;86;69;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Maj;118;94;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Jun;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Jul;81;65;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Aug;108;86;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Sep;118;94;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Okt;106;85;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Nov;123;98;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);4 kap. Brott mot frihet och frid;2022;Dec;116;93;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Jan;6;5;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Feb;4;3;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Mar;8;6;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Apr;5;4;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Maj;7;6;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Jun;5;4;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Jul;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Aug;6;5;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Sep;3;2;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Okt;8;6;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Nov;6;5;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);5 kap. Ärekränkningsbrott;2022;Dec;7;6;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Jan;18;14;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Feb;10;8;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Mar;20;16;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Apr;11;9;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Maj;18;14;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Jun;19;15;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Jul;17;14;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Aug;27;22;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Sep;22;18;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Okt;24;19;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Nov;22;18;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);6 kap. Sexualbrott;2022;Dec;8;6;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jan;189;151;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Feb;209;167;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Mar;188;150;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Apr;182;145;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Maj;239;191;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jun;178;142;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Jul;140;112;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Aug;208;166;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Sep;193;154;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Okt;219;175;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Nov;232;185;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);3-7 kap. Brott mot person;2022;Dec;195;156;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Jan;1;1;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Feb;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Mar;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Apr;1;1;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Maj;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Jun;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Jul;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Aug;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Sep;1;1;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Okt;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Nov;0;0;
Stadsdelsområde Hägersten-Älvsjö (Sthlm);7 kap. Brott mot familj;2022;Dec;2;2;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Jan;828;1077;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Feb;889;1156;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Mar;1137;1479;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Apr;884;1150;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Maj;887;1154;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Jun;820;1066;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Jul;651;847;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Aug;1055;1372;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Sep;1318;1714;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Okt;846;1100;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Nov;1362;1771;
Stadsdelsområde Hässelby - Vällingby (Sthlm);Brott mot brottsbalken;2022;Dec;825;1073;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jan;172;224;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Feb;153;199;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Mar;212;276;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Apr;184;239;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;264;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jun;201;261;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jul;180;234;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Aug;186;242;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Sep;190;247;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Okt;167;217;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Nov;213;277;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Dec;140;182;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jan;172;224;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Feb;153;199;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Mar;212;276;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Apr;184;239;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;264;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jun;201;261;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jul;180;234;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Aug;186;242;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Sep;190;247;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Okt;167;217;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Nov;213;277;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Dec;140;182;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jan;61;79;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Feb;51;66;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Mar;64;83;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Apr;65;85;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Maj;58;75;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jun;64;83;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jul;80;104;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Aug;76;99;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Sep;66;86;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Okt;76;99;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Nov;80;104;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3 kap. Brott mot liv och hälsa;2022;Dec;62;81;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jan;172;224;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Feb;153;199;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Mar;212;276;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Apr;184;239;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;264;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jun;201;261;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Jul;180;234;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Aug;186;242;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Sep;190;247;
Stadsdelsområde Hässelby - Vällingby (Sthlm);3-7 kap. Brott mot person;2022;Okt;167;217;
