Region;Brott;År;Period;Antal;/100 000 inv
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Dec;298;403;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Jan;86;116;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Feb;102;138;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Mar;127;172;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Apr;95;129;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Maj;99;134;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Jun;83;112;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Jul;86;116;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Aug;103;139;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Sep;106;144;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Okt;110;149;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Nov;114;154;
Stadsdelsområde Norrmalm (Sthlm);4 kap. Brott mot frihet och frid;2022;Dec;114;154;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jan;198;268;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Feb;251;340;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Mar;300;406;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Apr;233;315;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Maj;226;306;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jun;237;321;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jul;216;292;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Aug;254;344;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Sep;266;360;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Okt;252;341;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Nov;262;355;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Dec;298;403;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Jan;4;5;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Feb;9;12;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Mar;11;15;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Apr;3;4;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Maj;2;3;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Jun;7;9;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Jul;4;5;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Aug;2;3;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Sep;6;8;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Okt;2;3;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Nov;6;8;
Stadsdelsområde Norrmalm (Sthlm);5 kap. Ärekränkningsbrott;2022;Dec;11;15;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jan;198;268;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Feb;251;340;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Mar;300;406;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Apr;233;315;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Maj;226;306;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jun;237;321;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jul;216;292;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Aug;254;344;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Sep;266;360;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Okt;252;341;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Nov;262;355;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Dec;298;403;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Jan;34;46;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Feb;29;39;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Mar;25;34;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Apr;26;35;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Maj;23;31;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Jun;21;28;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Jul;14;19;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Aug;24;32;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Sep;40;54;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Okt;25;34;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Nov;31;42;
Stadsdelsområde Norrmalm (Sthlm);6 kap. Sexualbrott;2022;Dec;24;32;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jan;198;268;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Feb;251;340;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Mar;300;406;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Apr;233;315;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Maj;226;306;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jun;237;321;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Jul;216;292;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Aug;254;344;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Sep;266;360;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Okt;252;341;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Nov;262;355;
Stadsdelsområde Norrmalm (Sthlm);3-7 kap. Brott mot person;2022;Dec;298;403;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Jan;1;1;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Feb;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Mar;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Apr;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Maj;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Jun;1;1;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Jul;1;1;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Aug;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Sep;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Okt;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Nov;0;0;
Stadsdelsområde Norrmalm (Sthlm);7 kap. Brott mot familj;2022;Dec;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Jan;457;876;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Feb;586;1123;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Mar;677;1297;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Apr;690;1322;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Maj;617;1182;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Jun;415;795;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Jul;389;745;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Aug;481;922;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Sep;658;1261;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Okt;446;855;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Nov;633;1213;
Stadsdelsområde Rinkeby-Kista (Sthlm);Brott mot brottsbalken;2022;Dec;549;1052;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jan;45;86;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Feb;59;113;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Mar;71;136;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Apr;87;167;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Maj;87;167;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jun;57;109;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jul;52;100;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Aug;51;98;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Sep;59;113;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Okt;52;100;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Nov;49;94;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Dec;54;103;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jan;45;86;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Feb;59;113;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Mar;71;136;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Apr;87;167;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Maj;87;167;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jun;57;109;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Jul;52;100;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Aug;51;98;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Sep;59;113;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Okt;52;100;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Nov;49;94;
Stadsdelsområde Rinkeby-Kista (Sthlm);3 kap. Brott mot liv och hälsa;2022;Dec;54;103;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Jan;43;82;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Feb;57;109;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Mar;66;126;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Apr;85;163;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Maj;83;159;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Jun;51;98;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Jul;50;96;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Aug;46;88;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Sep;51;98;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Okt;51;98;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Nov;47;90;
Stadsdelsområde Rinkeby-Kista (Sthlm);därav misshandel inkl. grov;2022;Dec;52;100;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Jan;83;159;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Feb;76;146;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Mar;104;199;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Apr;94;180;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Maj;101;194;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Jun;64;123;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Jul;80;153;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Aug;63;121;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Sep;84;161;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Okt;93;178;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Nov;64;123;
Stadsdelsområde Rinkeby-Kista (Sthlm);4 kap. Brott mot frihet och frid;2022;Dec;78;149;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Jan;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Feb;2;4;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Mar;4;8;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Apr;8;15;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Maj;5;10;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Jun;6;11;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Jul;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Aug;6;11;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Sep;2;4;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Okt;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Nov;3;6;
Stadsdelsområde Rinkeby-Kista (Sthlm);5 kap. Ärekränkningsbrott;2022;Dec;3;6;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Jan;7;13;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Feb;17;33;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Mar;6;11;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Apr;9;17;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Maj;9;17;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Jun;12;23;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Jul;8;15;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Aug;7;13;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Sep;15;29;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Okt;2;4;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Nov;16;31;
Stadsdelsområde Rinkeby-Kista (Sthlm);6 kap. Sexualbrott;2022;Dec;6;11;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jan;136;261;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Feb;157;301;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Mar;185;354;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Apr;199;381;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Maj;203;389;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jun;139;266;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Jul;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Aug;127;243;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Sep;161;308;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Okt;147;282;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Nov;133;255;
Stadsdelsområde Rinkeby-Kista (Sthlm);3-7 kap. Brott mot person;2022;Dec;141;270;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Jan;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Feb;3;6;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Mar;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Apr;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Maj;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Jun;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Jul;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Aug;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Sep;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Okt;0;0;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Nov;1;2;
Stadsdelsområde Rinkeby-Kista (Sthlm);7 kap. Brott mot familj;2022;Dec;0;0;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Jan;491;1062;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Feb;432;934;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Mar;643;1390;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Apr;556;1202;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Maj;405;876;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Jun;478;1034;
Stadsdelsområde Skarpnäck (Sthlm);Brott mot brottsbalken;2022;Jul;367;794;
