Region,Year,Crime,Antal_lag_1,Antal_lag_2,Antal_lag_3,Antal_lag_4,Antal_lag_5,Antal_lag_6,Antal_lag_7,Antal_lag_8,Antal_lag_9,Antal_lag_10,Antal_lag_11,Antal_lag_12
1,2020,1,125.0,125.0,106.0,106.0,105.0,105.0,87.0,87.0,97.0,97.0,118.0,118.0
1,2020,1,99.0,125.0,125.0,106.0,106.0,105.0,105.0,87.0,87.0,97.0,97.0,118.0
1,2020,1,99.0,99.0,125.0,125.0,106.0,106.0,105.0,105.0,87.0,87.0,97.0,97.0
1,2020,1,59.0,99.0,99.0,125.0,125.0,106.0,106.0,105.0,105.0,87.0,87.0,97.0
1,2020,1,59.0,59.0,99.0,99.0,125.0,125.0,106.0,106.0,105.0,105.0,87.0,87.0
1,2020,1,106.0,59.0,59.0,99.0,99.0,125.0,125.0,106.0,106.0,105.0,105.0,87.0
1,2020,1,106.0,106.0,59.0,59.0,99.0,99.0,125.0,125.0,106.0,106.0,105.0,105.0
1,2020,1,99.0,106.0,106.0,59.0,59.0,99.0,99.0,125.0,125.0,106.0,106.0,105.0
1,2020,1,99.0,99.0,106.0,106.0,59.0,59.0,99.0,99.0,125.0,125.0,106.0,106.0
1,2020,1,92.0,99.0,99.0,106.0,106.0,59.0,59.0,99.0,99.0,125.0,125.0,106.0
1,2020,1,92.0,92.0,99.0,99.0,106.0,106.0,59.0,59.0,99.0,99.0,125.0,125.0
1,2020,1,87.0,92.0,92.0,99.0,99.0,106.0,106.0,59.0,59.0,99.0,99.0,125.0
1,2021,1,87.0,87.0,92.0,92.0,99.0,99.0,106.0,106.0,59.0,59.0,99.0,99.0
1,2021,1,95.0,87.0,87.0,92.0,92.0,99.0,99.0,106.0,106.0,59.0,59.0,99.0
1,2021,1,95.0,95.0,87.0,87.0,92.0,92.0,99.0,99.0,106.0,106.0,59.0,59.0
1,2021,1,101.0,95.0,95.0,87.0,87.0,92.0,92.0,99.0,99.0,106.0,106.0,59.0
1,2021,1,101.0,101.0,95.0,95.0,87.0,87.0,92.0,92.0,99.0,99.0,106.0,106.0
1,2021,1,82.0,101.0,101.0,95.0,95.0,87.0,87.0,92.0,92.0,99.0,99.0,106.0
1,2021,1,82.0,82.0,101.0,101.0,95.0,95.0,87.0,87.0,92.0,92.0,99.0,99.0
1,2021,1,87.0,82.0,82.0,101.0,101.0,95.0,95.0,87.0,87.0,92.0,92.0,99.0
1,2021,1,87.0,87.0,82.0,82.0,101.0,101.0,95.0,95.0,87.0,87.0,92.0,92.0
1,2021,1,100.0,87.0,87.0,82.0,82.0,101.0,101.0,95.0,95.0,87.0,87.0,92.0
1,2021,1,100.0,100.0,87.0,87.0,82.0,82.0,101.0,101.0,95.0,95.0,87.0,87.0
1,2021,1,93.0,100.0,100.0,87.0,87.0,82.0,82.0,101.0,101.0,95.0,95.0,87.0
1,2021,1,93.0,93.0,100.0,100.0,87.0,87.0,82.0,82.0,101.0,101.0,95.0,95.0
1,2021,1,79.0,93.0,93.0,100.0,100.0,87.0,87.0,82.0,82.0,101.0,101.0,95.0
1,2021,1,79.0,79.0,93.0,93.0,100.0,100.0,87.0,87.0,82.0,82.0,101.0,101.0
1,2021,1,77.0,79.0,79.0,93.0,93.0,100.0,100.0,87.0,87.0,82.0,82.0,101.0
1,2021,1,77.0,77.0,79.0,79.0,93.0,93.0,100.0,100.0,87.0,87.0,82.0,82.0
1,2021,1,77.0,77.0,77.0,79.0,79.0,93.0,93.0,100.0,100.0,87.0,87.0,82.0
1,2021,1,77.0,77.0,77.0,77.0,79.0,79.0,93.0,93.0,100.0,100.0,87.0,87.0
1,2021,1,103.0,77.0,77.0,77.0,77.0,79.0,79.0,93.0,93.0,100.0,100.0,87.0
1,2021,1,103.0,103.0,77.0,77.0,77.0,77.0,79.0,79.0,93.0,93.0,100.0,100.0
1,2021,1,94.0,103.0,103.0,77.0,77.0,77.0,77.0,79.0,79.0,93.0,93.0,100.0
1,2021,1,94.0,94.0,103.0,103.0,77.0,77.0,77.0,77.0,79.0,79.0,93.0,93.0
1,2021,1,85.0,94.0,94.0,103.0,103.0,77.0,77.0,77.0,77.0,79.0,79.0,93.0
1,2022,1,85.0,85.0,94.0,94.0,103.0,103.0,77.0,77.0,77.0,77.0,79.0,79.0
1,2022,1,64.0,85.0,85.0,94.0,94.0,103.0,103.0,77.0,77.0,77.0,77.0,79.0
1,2022,1,64.0,64.0,85.0,85.0,94.0,94.0,103.0,103.0,77.0,77.0,77.0,77.0
1,2022,1,84.0,64.0,64.0,85.0,85.0,94.0,94.0,103.0,103.0,77.0,77.0,77.0
1,2022,1,84.0,84.0,64.0,64.0,85.0,85.0,94.0,94.0,103.0,103.0,77.0,77.0
1,2022,1,72.0,84.0,84.0,64.0,64.0,85.0,85.0,94.0,94.0,103.0,103.0,77.0
1,2022,1,72.0,72.0,84.0,84.0,64.0,64.0,85.0,85.0,94.0,94.0,103.0,103.0
1,2022,1,74.0,72.0,72.0,84.0,84.0,64.0,64.0,85.0,85.0,94.0,94.0,103.0
1,2022,1,74.0,74.0,72.0,72.0,84.0,84.0,64.0,64.0,85.0,85.0,94.0,94.0
1,2022,1,116.0,74.0,74.0,72.0,72.0,84.0,84.0,64.0,64.0,85.0,85.0,94.0
1,2022,1,116.0,116.0,74.0,74.0,72.0,72.0,84.0,84.0,64.0,64.0,85.0,85.0
1,2022,1,100.0,116.0,116.0,74.0,74.0,72.0,72.0,84.0,84.0,64.0,64.0,85.0
1,2022,1,100.0,100.0,116.0,116.0,74.0,74.0,72.0,72.0,84.0,84.0,64.0,64.0
1,2022,1,74.0,100.0,100.0,116.0,116.0,74.0,74.0,72.0,72.0,84.0,84.0,64.0
1,2022,1,74.0,74.0,100.0,100.0,116.0,116.0,74.0,74.0,72.0,72.0,84.0,84.0
1,2022,1,77.0,74.0,74.0,100.0,100.0,116.0,116.0,74.0,74.0,72.0,72.0,84.0
1,2022,1,77.0,77.0,74.0,74.0,100.0,100.0,116.0,116.0,74.0,74.0,72.0,72.0
1,2022,1,120.0,77.0,77.0,74.0,74.0,100.0,100.0,116.0,116.0,74.0,74.0,72.0
1,2022,1,120.0,120.0,77.0,77.0,74.0,74.0,100.0,100.0,116.0,116.0,74.0,74.0
1,2022,1,103.0,120.0,120.0,77.0,77.0,74.0,74.0,100.0,100.0,116.0,116.0,74.0
1,2022,1,103.0,103.0,120.0,120.0,77.0,77.0,74.0,74.0,100.0,100.0,116.0,116.0
1,2022,1,89.0,103.0,103.0,120.0,120.0,77.0,77.0,74.0,74.0,100.0,100.0,116.0
1,2022,1,89.0,89.0,103.0,103.0,120.0,120.0,77.0,77.0,74.0,74.0,100.0,100.0
1,2022,1,108.0,89.0,89.0,103.0,103.0,120.0,120.0,77.0,77.0,74.0,74.0,100.0
1,2023,1,108.0,108.0,89.0,89.0,103.0,103.0,120.0,120.0,77.0,77.0,74.0,74.0
1,2023,1,74.0,108.0,108.0,89.0,89.0,103.0,103.0,120.0,120.0,77.0,77.0,74.0
1,2023,1,74.0,74.0,108.0,108.0,89.0,89.0,103.0,103.0,120.0,120.0,77.0,77.0
1,2023,1,86.0,74.0,74.0,108.0,108.0,89.0,89.0,103.0,103.0,120.0,120.0,77.0
1,2023,1,86.0,86.0,74.0,74.0,108.0,108.0,89.0,89.0,103.0,103.0,120.0,120.0
1,2023,1,101.0,86.0,86.0,74.0,74.0,108.0,108.0,89.0,89.0,103.0,103.0,120.0
1,2023,1,101.0,101.0,86.0,86.0,74.0,74.0,108.0,108.0,89.0,89.0,103.0,103.0
1,2023,1,83.0,101.0,101.0,86.0,86.0,74.0,74.0,108.0,108.0,89.0,89.0,103.0
1,2023,1,83.0,83.0,101.0,101.0,86.0,86.0,74.0,74.0,108.0,108.0,89.0,89.0
1,2023,1,110.0,83.0,83.0,101.0,101.0,86.0,86.0,74.0,74.0,108.0,108.0,89.0
1,2023,1,110.0,110.0,83.0,83.0,101.0,101.0,86.0,86.0,74.0,74.0,108.0,108.0
1,2023,1,95.0,110.0,110.0,83.0,83.0,101.0,101.0,86.0,86.0,74.0,74.0,108.0
1,2023,1,95.0,95.0,110.0,110.0,83.0,83.0,101.0,101.0,86.0,86.0,74.0,74.0
1,2023,1,57.0,95.0,95.0,110.0,110.0,83.0,83.0,101.0,101.0,86.0,86.0,74.0
1,2023,1,57.0,57.0,95.0,95.0,110.0,110.0,83.0,83.0,101.0,101.0,86.0,86.0
1,2023,1,61.0,57.0,57.0,95.0,95.0,110.0,110.0,83.0,83.0,101.0,101.0,86.0
1,2023,1,61.0,61.0,57.0,57.0,95.0,95.0,110.0,110.0,83.0,83.0,101.0,101.0
1,2023,1,113.0,61.0,61.0,57.0,57.0,95.0,95.0,110.0,110.0,83.0,83.0,101.0
1,2023,1,113.0,113.0,61.0,61.0,57.0,57.0,95.0,95.0,110.0,110.0,83.0,83.0
1,2023,1,104.0,113.0,113.0,61.0,61.0,57.0,57.0,95.0,95.0,110.0,110.0,83.0
1,2023,1,104.0,104.0,113.0,113.0,61.0,61.0,57.0,57.0,95.0,95.0,110.0,110.0
1,2023,1,110.0,104.0,104.0,113.0,113.0,61.0,61.0,57.0,57.0,95.0,95.0,110.0
1,2023,1,110.0,110.0,104.0,104.0,113.0,113.0,61.0,61.0,57.0,57.0,95.0,95.0
1,2023,1,97.0,110.0,110.0,104.0,104.0,113.0,113.0,61.0,61.0,57.0,57.0,95.0
1,2020,2,256.0,256.0,256.0,256.0,256.0,287.0,287.0,287.0,287.0,287.0,287.0,287.0
1,2020,2,256.0,256.0,256.0,256.0,256.0,256.0,287.0,287.0,287.0,287.0,287.0,287.0
1,2020,2,256.0,256.0,256.0,256.0,256.0,256.0,256.0,287.0,287.0,287.0,287.0,287.0
1,2020,2,232.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,287.0,287.0,287.0,287.0
1,2020,2,232.0,232.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,287.0,287.0,287.0
1,2020,2,232.0,232.0,232.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,287.0,287.0
1,2020,2,232.0,232.0,232.0,232.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0,287.0
1,2020,2,232.0,232.0,232.0,232.0,232.0,256.0,256.0,256.0,256.0,256.0,256.0,256.0
1,2020,2,232.0,232.0,232.0,232.0,232.0,232.0,256.0,256.0,256.0,256.0,256.0,256.0
1,2020,2,232.0,232.0,232.0,232.0,232.0,232.0,232.0,256.0,256.0,256.0,256.0,256.0
1,2020,2,245.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,256.0,256.0,256.0,256.0
1,2020,2,245.0,245.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,256.0,256.0,256.0
1,2020,2,245.0,245.0,245.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,256.0,256.0
1,2020,2,245.0,245.0,245.0,245.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0,256.0
1,2020,2,245.0,245.0,245.0,245.0,245.0,232.0,232.0,232.0,232.0,232.0,232.0,232.0
1,2020,2,245.0,245.0,245.0,245.0,245.0,245.0,232.0,232.0,232.0,232.0,232.0,232.0
1,2020,2,245.0,245.0,245.0,245.0,245.0,245.0,245.0,232.0,232.0,232.0,232.0,232.0
1,2020,2,222.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,232.0,232.0,232.0,232.0
1,2020,2,222.0,222.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,232.0,232.0,232.0
1,2020,2,222.0,222.0,222.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,232.0,232.0
1,2020,2,222.0,222.0,222.0,222.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0,232.0
1,2020,2,222.0,222.0,222.0,222.0,222.0,245.0,245.0,245.0,245.0,245.0,245.0,245.0
1,2020,2,222.0,222.0,222.0,222.0,222.0,222.0,245.0,245.0,245.0,245.0,245.0,245.0
1,2020,2,222.0,222.0,222.0,222.0,222.0,222.0,222.0,245.0,245.0,245.0,245.0,245.0
1,2020,2,281.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,245.0,245.0,245.0,245.0
1,2020,2,281.0,281.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,245.0,245.0,245.0
1,2020,2,281.0,281.0,281.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,245.0,245.0
1,2020,2,281.0,281.0,281.0,281.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0,245.0
1,2020,2,281.0,281.0,281.0,281.0,281.0,222.0,222.0,222.0,222.0,222.0,222.0,222.0
1,2020,2,281.0,281.0,281.0,281.0,281.0,281.0,222.0,222.0,222.0,222.0,222.0,222.0
1,2020,2,281.0,281.0,281.0,281.0,281.0,281.0,281.0,222.0,222.0,222.0,222.0,222.0
1,2020,2,255.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,222.0,222.0,222.0,222.0
1,2020,2,255.0,255.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,222.0,222.0,222.0
1,2020,2,255.0,255.0,255.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,222.0,222.0
1,2020,2,255.0,255.0,255.0,255.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0,222.0
1,2020,2,255.0,255.0,255.0,255.0,255.0,281.0,281.0,281.0,281.0,281.0,281.0,281.0
1,2020,2,255.0,255.0,255.0,255.0,255.0,255.0,281.0,281.0,281.0,281.0,281.0,281.0
1,2020,2,255.0,255.0,255.0,255.0,255.0,255.0,255.0,281.0,281.0,281.0,281.0,281.0
1,2020,2,180.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,281.0,281.0,281.0,281.0
1,2020,2,180.0,180.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,281.0,281.0,281.0
1,2020,2,180.0,180.0,180.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,281.0,281.0
1,2020,2,180.0,180.0,180.0,180.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0,281.0
1,2020,2,180.0,180.0,180.0,180.0,180.0,255.0,255.0,255.0,255.0,255.0,255.0,255.0
1,2020,2,180.0,180.0,180.0,180.0,180.0,180.0,255.0,255.0,255.0,255.0,255.0,255.0
1,2020,2,180.0,180.0,180.0,180.0,180.0,180.0,180.0,255.0,255.0,255.0,255.0,255.0
1,2020,2,239.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,255.0,255.0,255.0,255.0
1,2020,2,239.0,239.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,255.0,255.0,255.0
1,2020,2,239.0,239.0,239.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,255.0,255.0
1,2020,2,239.0,239.0,239.0,239.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0,255.0
1,2020,2,239.0,239.0,239.0,239.0,239.0,180.0,180.0,180.0,180.0,180.0,180.0,180.0
1,2020,2,239.0,239.0,239.0,239.0,239.0,239.0,180.0,180.0,180.0,180.0,180.0,180.0
1,2020,2,239.0,239.0,239.0,239.0,239.0,239.0,239.0,180.0,180.0,180.0,180.0,180.0
1,2020,2,260.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,180.0,180.0,180.0,180.0
1,2020,2,260.0,260.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,180.0,180.0,180.0
1,2020,2,260.0,260.0,260.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,180.0,180.0
1,2020,2,260.0,260.0,260.0,260.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0,180.0
1,2020,2,260.0,260.0,260.0,260.0,260.0,239.0,239.0,239.0,239.0,239.0,239.0,239.0
1,2020,2,260.0,260.0,260.0,260.0,260.0,260.0,239.0,239.0,239.0,239.0,239.0,239.0
1,2020,2,260.0,260.0,260.0,260.0,260.0,260.0,260.0,239.0,239.0,239.0,239.0,239.0
1,2020,2,203.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,239.0,239.0,239.0,239.0
1,2020,2,203.0,203.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,239.0,239.0,239.0
1,2020,2,203.0,203.0,203.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,239.0,239.0
1,2020,2,203.0,203.0,203.0,203.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0,239.0
1,2020,2,203.0,203.0,203.0,203.0,203.0,260.0,260.0,260.0,260.0,260.0,260.0,260.0
1,2020,2,203.0,203.0,203.0,203.0,203.0,203.0,260.0,260.0,260.0,260.0,260.0,260.0
1,2020,2,203.0,203.0,203.0,203.0,203.0,203.0,203.0,260.0,260.0,260.0,260.0,260.0
1,2020,2,226.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,260.0,260.0,260.0,260.0
1,2020,2,226.0,226.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,260.0,260.0,260.0
1,2020,2,226.0,226.0,226.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,260.0,260.0
1,2020,2,226.0,226.0,226.0,226.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0,260.0
1,2020,2,226.0,226.0,226.0,226.0,226.0,203.0,203.0,203.0,203.0,203.0,203.0,203.0
1,2020,2,226.0,226.0,226.0,226.0,226.0,226.0,203.0,203.0,203.0,203.0,203.0,203.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,226.0,226.0,203.0,203.0,203.0,203.0,203.0
1,2021,2,241.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,203.0,203.0,203.0,203.0
1,2021,2,241.0,241.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,203.0,203.0,203.0
1,2021,2,241.0,241.0,241.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,203.0,203.0
1,2021,2,241.0,241.0,241.0,241.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,203.0
1,2021,2,241.0,241.0,241.0,241.0,241.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,241.0,241.0,241.0,241.0,241.0,241.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,241.0,241.0,241.0,241.0,241.0,241.0,241.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,238.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,226.0,226.0,226.0,226.0
1,2021,2,238.0,238.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,226.0,226.0,226.0
1,2021,2,238.0,238.0,238.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,226.0,226.0
1,2021,2,238.0,238.0,238.0,238.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0,226.0
1,2021,2,238.0,238.0,238.0,238.0,238.0,241.0,241.0,241.0,241.0,241.0,241.0,241.0
1,2021,2,238.0,238.0,238.0,238.0,238.0,238.0,241.0,241.0,241.0,241.0,241.0,241.0
1,2021,2,238.0,238.0,238.0,238.0,238.0,238.0,238.0,241.0,241.0,241.0,241.0,241.0
1,2021,2,196.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,241.0,241.0,241.0,241.0
1,2021,2,196.0,196.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,241.0,241.0,241.0
1,2021,2,196.0,196.0,196.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,241.0,241.0
1,2021,2,196.0,196.0,196.0,196.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0,241.0
1,2021,2,196.0,196.0,196.0,196.0,196.0,238.0,238.0,238.0,238.0,238.0,238.0,238.0
1,2021,2,196.0,196.0,196.0,196.0,196.0,196.0,238.0,238.0,238.0,238.0,238.0,238.0
1,2021,2,196.0,196.0,196.0,196.0,196.0,196.0,196.0,238.0,238.0,238.0,238.0,238.0
1,2021,2,242.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,238.0,238.0,238.0,238.0
1,2021,2,242.0,242.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,238.0,238.0,238.0
1,2021,2,242.0,242.0,242.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,238.0,238.0
1,2021,2,242.0,242.0,242.0,242.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0,238.0
1,2021,2,242.0,242.0,242.0,242.0,242.0,196.0,196.0,196.0,196.0,196.0,196.0,196.0
1,2021,2,242.0,242.0,242.0,242.0,242.0,242.0,196.0,196.0,196.0,196.0,196.0,196.0
1,2021,2,242.0,242.0,242.0,242.0,242.0,242.0,242.0,196.0,196.0,196.0,196.0,196.0
1,2021,2,254.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,196.0,196.0,196.0,196.0
1,2021,2,254.0,254.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,196.0,196.0,196.0
1,2021,2,254.0,254.0,254.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,196.0,196.0
1,2021,2,254.0,254.0,254.0,254.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0,196.0
1,2021,2,254.0,254.0,254.0,254.0,254.0,242.0,242.0,242.0,242.0,242.0,242.0,242.0
1,2021,2,254.0,254.0,254.0,254.0,254.0,254.0,242.0,242.0,242.0,242.0,242.0,242.0
1,2021,2,254.0,254.0,254.0,254.0,254.0,254.0,254.0,242.0,242.0,242.0,242.0,242.0
1,2021,2,226.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,242.0,242.0,242.0,242.0
1,2021,2,226.0,226.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,242.0,242.0,242.0
1,2021,2,226.0,226.0,226.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,242.0,242.0
1,2021,2,226.0,226.0,226.0,226.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0,242.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,254.0,254.0,254.0,254.0,254.0,254.0,254.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,226.0,254.0,254.0,254.0,254.0,254.0,254.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,226.0,226.0,254.0,254.0,254.0,254.0,254.0
1,2021,2,215.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,254.0,254.0,254.0,254.0
1,2021,2,215.0,215.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,254.0,254.0,254.0
1,2021,2,215.0,215.0,215.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,254.0,254.0
1,2021,2,215.0,215.0,215.0,215.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,254.0
1,2021,2,215.0,215.0,215.0,215.0,215.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,215.0,215.0,215.0,215.0,215.0,215.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,208.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.0,226.0,226.0,226.0
1,2021,2,208.0,208.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.0,226.0,226.0
1,2021,2,208.0,208.0,208.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.0,226.0
1,2021,2,208.0,208.0,208.0,208.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,226.0
1,2021,2,208.0,208.0,208.0,208.0,208.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1,2021,2,208.0,208.0,208.0,208.0,208.0,208.0,215.0,215.0,215.0,215.0,215.0,215.0
1,2021,2,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0,215.0,215.0,215.0,215.0
1,2021,2,226.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0,215.0,215.0,215.0
1,2021,2,226.0,226.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0,215.0,215.0
1,2021,2,226.0,226.0,226.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0,215.0
1,2021,2,226.0,226.0,226.0,226.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0,215.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,208.0,208.0,208.0,208.0,208.0,208.0,208.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,226.0,208.0,208.0,208.0,208.0,208.0,208.0
1,2021,2,226.0,226.0,226.0,226.0,226.0,226.0,226.0,208.0,208.0,208.0,208.0,208.0
1,2021,2,268.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,208.0,208.0,208.0,208.0
1,2021,2,268.0,268.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,208.0,208.0,208.0
1,2021,2,268.0,268.0,268.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,208.0,208.0
1,2021,2,268.0,268.0,268.0,268.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0,208.0
1,2021,2,268.0,268.0,268.0,268.0,268.0,226.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,268.0,268.0,268.0,268.0,268.0,268.0,226.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,268.0,268.0,268.0,268.0,268.0,268.0,268.0,226.0,226.0,226.0,226.0,226.0
1,2021,2,228.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,226.0,226.0,226.0,226.0
1,2021,2,228.0,228.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,226.0,226.0,226.0
1,2021,2,228.0,228.0,228.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,226.0,226.0
1,2021,2,228.0,228.0,228.0,228.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0,226.0
1,2021,2,228.0,228.0,228.0,228.0,228.0,268.0,268.0,268.0,268.0,268.0,268.0,268.0
1,2021,2,228.0,228.0,228.0,228.0,228.0,228.0,268.0,268.0,268.0,268.0,268.0,268.0
1,2021,2,228.0,228.0,228.0,228.0,228.0,228.0,228.0,268.0,268.0,268.0,268.0,268.0
1,2021,2,215.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,268.0,268.0,268.0,268.0
1,2021,2,215.0,215.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,268.0,268.0,268.0
1,2021,2,215.0,215.0,215.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,268.0,268.0
1,2021,2,215.0,215.0,215.0,215.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0,268.0
1,2021,2,215.0,215.0,215.0,215.0,215.0,228.0,228.0,228.0,228.0,228.0,228.0,228.0
1,2021,2,215.0,215.0,215.0,215.0,215.0,215.0,228.0,228.0,228.0,228.0,228.0,228.0
1,2022,2,215.0,215.0,215.0,215.0,215.0,215.0,215.0,228.0,228.0,228.0,228.0,228.0
1,2022,2,190.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,228.0,228.0,228.0,228.0
1,2022,2,190.0,190.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,228.0,228.0,228.0
1,2022,2,190.0,190.0,190.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,228.0,228.0
1,2022,2,190.0,190.0,190.0,190.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0,228.0
1,2022,2,190.0,190.0,190.0,190.0,190.0,215.0,215.0,215.0,215.0,215.0,215.0,215.0
1,2022,2,190.0,190.0,190.0,190.0,190.0,190.0,215.0,215.0,215.0,215.0,215.0,215.0
1,2022,2,190.0,190.0,190.0,190.0,190.0,190.0,190.0,215.0,215.0,215.0,215.0,215.0
1,2022,2,202.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,215.0,215.0,215.0,215.0
1,2022,2,202.0,202.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,215.0,215.0,215.0
1,2022,2,202.0,202.0,202.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,215.0,215.0
1,2022,2,202.0,202.0,202.0,202.0,190.0,190.0,190.0,190.0,190.0,190.0,190.0,215.0
