Region;Brott;År;Period;Antal;/100 000 inv
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Mar;77;70;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Apr;84;77;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Maj;111;101;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jun;65;59;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jul;77;70;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Aug;110;100;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Sep;94;86;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Okt;97;89;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Nov;107;98;
Nacka kommun;4 kap. Brott mot frihet och frid;2023 prel.;Dec;83;76;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jan;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Feb;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Mar;143;131;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Apr;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Maj;212;194;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jun;120;110;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jul;134;122;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Aug;157;143;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Sep;170;155;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Okt;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Nov;178;163;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Dec;130;119;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jan;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Feb;4;4;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Mar;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Apr;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Maj;2;2;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jun;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jul;7;6;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Aug;3;3;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Sep;5;5;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Okt;4;4;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Nov;5;5;
Nacka kommun;5 kap. Ärekränkningsbrott;2023 prel.;Dec;3;3;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jan;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Feb;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Mar;143;131;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Apr;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Maj;212;194;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jun;120;110;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jul;134;122;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Aug;157;143;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Sep;170;155;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Okt;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Nov;178;163;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Dec;130;119;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Jan;2;2;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Feb;10;9;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Mar;5;5;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Apr;15;14;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Maj;23;21;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Jun;6;5;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Jul;10;9;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Aug;5;5;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Sep;7;6;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Okt;11;10;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Nov;13;12;
Nacka kommun;6 kap. Sexualbrott;2023 prel.;Dec;2;2;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jan;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Feb;135;123;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Mar;143;131;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Apr;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Maj;212;194;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jun;120;110;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Jul;134;122;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Aug;157;143;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Sep;170;155;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Okt;136;124;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Nov;178;163;
Nacka kommun;3-7 kap. Brott mot person;2023 prel.;Dec;130;119;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Jan;1;1;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Feb;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Mar;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Apr;1;1;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Maj;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Jun;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Jul;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Aug;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Sep;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Okt;2;2;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Nov;0;0;
Nacka kommun;7 kap. Brott mot familj;2023 prel.;Dec;0;0;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jan;64;98;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Feb;68;104;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Mar;57;87;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Apr;60;91;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Maj;78;119;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jun;68;104;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jul;54;82;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Aug;61;93;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Sep;52;79;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Okt;65;99;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Nov;48;73;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Dec;53;81;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jan;64;98;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Feb;68;104;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Mar;57;87;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Apr;60;91;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Maj;78;119;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jun;68;104;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jul;54;82;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Aug;61;93;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Sep;52;79;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Okt;65;99;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Nov;48;73;
Norrtälje kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Dec;53;81;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Jan;61;93;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Feb;60;91;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Mar;53;81;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Apr;57;87;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Maj;73;111;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Jun;67;102;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Jul;50;76;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Aug;60;91;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Sep;50;76;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Okt;64;98;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Nov;45;69;
Norrtälje kommun;därav misshandel inkl. grov;2023 prel.;Dec;48;73;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jan;94;143;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Feb;73;111;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Mar;94;143;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Apr;101;154;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Maj;93;142;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jun;113;172;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jul;82;125;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Aug;83;127;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Sep;90;137;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Okt;87;133;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Nov;96;146;
Norrtälje kommun;4 kap. Brott mot frihet och frid;2023 prel.;Dec;78;119;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jan;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Feb;5;8;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Mar;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Apr;1;2;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Maj;9;14;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jun;3;5;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Jul;3;5;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Aug;5;8;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Sep;6;9;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Okt;8;12;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Nov;3;5;
Norrtälje kommun;5 kap. Ärekränkningsbrott;2023 prel.;Dec;5;8;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Jan;14;21;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Feb;5;8;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Mar;7;11;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Apr;7;11;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Maj;23;35;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Jun;18;27;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Jul;19;29;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Aug;7;11;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Sep;14;21;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Okt;18;27;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Nov;22;34;
Norrtälje kommun;6 kap. Sexualbrott;2023 prel.;Dec;5;8;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jan;179;273;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Feb;151;230;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Mar;164;250;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Apr;171;261;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Maj;205;313;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jun;203;310;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Jul;159;242;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Aug;158;241;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Sep;162;247;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Okt;178;271;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Nov;169;258;
Norrtälje kommun;3-7 kap. Brott mot person;2023 prel.;Dec;143;218;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Jan;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Feb;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Mar;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Apr;2;3;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Maj;2;3;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Jun;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Jul;1;2;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Aug;2;3;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Sep;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Okt;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Nov;0;0;
Norrtälje kommun;7 kap. Brott mot familj;2023 prel.;Dec;2;3;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jan;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Feb;32;184;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Mar;21;121;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Apr;37;213;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Maj;27;156;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jun;31;179;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jul;26;150;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Aug;20;115;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Sep;28;161;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Okt;51;294;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Nov;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Dec;33;190;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jan;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Feb;32;184;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Mar;21;121;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Apr;37;213;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Maj;27;156;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jun;31;179;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jul;26;150;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Aug;20;115;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Sep;28;161;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Okt;51;294;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Nov;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Dec;33;190;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jan;14;81;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Feb;10;58;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Mar;9;52;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Apr;13;75;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Maj;15;86;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jun;10;58;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jul;7;40;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Aug;6;35;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Sep;7;40;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Okt;18;104;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Nov;14;81;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Dec;8;46;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jan;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Feb;32;184;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Mar;21;121;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Apr;37;213;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Maj;27;156;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jun;31;179;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jul;26;150;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Aug;20;115;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Sep;28;161;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Okt;51;294;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Nov;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Dec;33;190;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jan;14;81;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Feb;10;58;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Mar;9;52;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Apr;13;75;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Maj;15;86;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jun;10;58;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Jul;7;40;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Aug;6;35;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Sep;7;40;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Okt;18;104;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Nov;14;81;
Salem kommun;3 kap. Brott mot liv och hälsa;2023 prel.;Dec;8;46;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Jan;14;81;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Feb;10;58;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Mar;7;40;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Apr;11;63;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Maj;14;81;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Jun;10;58;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Jul;6;35;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Aug;6;35;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Sep;7;40;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Okt;18;104;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Nov;14;81;
Salem kommun;därav misshandel inkl. grov;2023 prel.;Dec;6;35;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jan;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Feb;32;184;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Mar;21;121;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Apr;37;213;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Maj;27;156;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jun;31;179;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jul;26;150;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Aug;20;115;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Sep;28;161;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Okt;51;294;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Nov;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Dec;33;190;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jan;23;133;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Feb;16;92;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Mar;11;63;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Apr;17;98;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Maj;10;58;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jun;19;109;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Jul;18;104;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Aug;13;75;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Sep;19;109;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Okt;30;173;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Nov;27;156;
Salem kommun;4 kap. Brott mot frihet och frid;2023 prel.;Dec;22;127;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jan;41;236;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Feb;32;184;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Mar;21;121;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Apr;37;213;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Maj;27;156;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jun;31;179;
Salem kommun;3-7 kap. Brott mot person;2023 prel.;Jul;26;150;
