Region;Brott;År;Period;Antal;/100 000 inv
Botkyrka kommun;3-7 kap. Brott mot person;2020;Jul;255;269;
Botkyrka kommun;3-7 kap. Brott mot person;2020;Aug;180;190;
Botkyrka kommun;3-7 kap. Brott mot person;2020;Sep;239;252;
Botkyrka kommun;3-7 kap. Brott mot person;2020;Okt;260;274;
Botkyrka kommun;3-7 kap. Brott mot person;2020;Nov;203;214;
Botkyrka kommun;3-7 kap. Brott mot person;2020;Dec;226;239;
Botkyrka kommun;7 kap. Brott mot familj;2020;Jan;3;3;
Botkyrka kommun;7 kap. Brott mot familj;2020;Feb;1;1;
Botkyrka kommun;7 kap. Brott mot familj;2020;Mar;1;1;
Botkyrka kommun;7 kap. Brott mot familj;2020;Apr;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2020;Maj;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2020;Jun;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2020;Jul;3;3;
Botkyrka kommun;7 kap. Brott mot familj;2020;Aug;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2020;Sep;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2020;Okt;1;1;
Botkyrka kommun;7 kap. Brott mot familj;2020;Nov;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2020;Dec;0;0;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jan;25;76;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Feb;25;76;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Mar;14;43;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Apr;13;40;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Maj;13;40;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jun;16;49;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jul;11;34;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Aug;7;21;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Sep;16;49;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Okt;18;55;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Nov;15;46;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Dec;11;34;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jan;25;76;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Feb;25;76;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Mar;14;43;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Apr;13;40;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Maj;13;40;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jun;16;49;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Jul;11;34;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Aug;7;21;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Sep;16;49;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Okt;18;55;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Nov;15;46;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2020;Dec;11;34;
Danderyd kommun;därav misshandel inkl. grov;2020;Jan;21;64;
Danderyd kommun;därav misshandel inkl. grov;2020;Feb;23;70;
Danderyd kommun;därav misshandel inkl. grov;2020;Mar;13;40;
Danderyd kommun;därav misshandel inkl. grov;2020;Apr;12;37;
Danderyd kommun;därav misshandel inkl. grov;2020;Maj;13;40;
Danderyd kommun;därav misshandel inkl. grov;2020;Jun;15;46;
Danderyd kommun;därav misshandel inkl. grov;2020;Jul;11;34;
Danderyd kommun;därav misshandel inkl. grov;2020;Aug;6;18;
Danderyd kommun;därav misshandel inkl. grov;2020;Sep;16;49;
Danderyd kommun;därav misshandel inkl. grov;2020;Okt;16;49;
Danderyd kommun;därav misshandel inkl. grov;2020;Nov;15;46;
Danderyd kommun;därav misshandel inkl. grov;2020;Dec;10;31;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Jan;18;55;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Feb;19;58;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Mar;20;61;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Apr;21;64;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Maj;25;76;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Jun;24;73;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Jul;17;52;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Aug;25;76;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Sep;39;119;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Okt;21;64;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Nov;13;40;
Danderyd kommun;4 kap. Brott mot frihet och frid;2020;Dec;18;55;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Jan;3;9;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Feb;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Mar;3;9;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Apr;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Maj;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Jun;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Jul;4;12;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Aug;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Sep;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Okt;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Nov;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2020;Dec;1;3;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;6 kap. Sexualbrott;2020;Jan;5;15;
Danderyd kommun;6 kap. Sexualbrott;2020;Feb;0;0;
Danderyd kommun;6 kap. Sexualbrott;2020;Mar;4;12;
Danderyd kommun;6 kap. Sexualbrott;2020;Apr;6;18;
Danderyd kommun;6 kap. Sexualbrott;2020;Maj;4;12;
Danderyd kommun;6 kap. Sexualbrott;2020;Jun;1;3;
Danderyd kommun;6 kap. Sexualbrott;2020;Jul;4;12;
Danderyd kommun;6 kap. Sexualbrott;2020;Aug;4;12;
Danderyd kommun;6 kap. Sexualbrott;2020;Sep;5;15;
Danderyd kommun;6 kap. Sexualbrott;2020;Okt;2;6;
Danderyd kommun;6 kap. Sexualbrott;2020;Nov;1;3;
Danderyd kommun;6 kap. Sexualbrott;2020;Dec;10;31;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jan;51;156;
Danderyd kommun;3-7 kap. Brott mot person;2020;Feb;44;134;
Danderyd kommun;3-7 kap. Brott mot person;2020;Mar;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Apr;41;125;
Danderyd kommun;3-7 kap. Brott mot person;2020;Maj;45;137;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jun;42;128;
Danderyd kommun;3-7 kap. Brott mot person;2020;Jul;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Aug;37;113;
Danderyd kommun;3-7 kap. Brott mot person;2020;Sep;61;186;
Danderyd kommun;3-7 kap. Brott mot person;2020;Okt;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2020;Nov;29;88;
Danderyd kommun;3-7 kap. Brott mot person;2020;Dec;40;122;
Danderyd kommun;7 kap. Brott mot familj;2020;Jan;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Feb;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Mar;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Apr;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Maj;2;6;
Danderyd kommun;7 kap. Brott mot familj;2020;Jun;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Jul;1;3;
Danderyd kommun;7 kap. Brott mot familj;2020;Aug;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Sep;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Okt;1;3;
Danderyd kommun;7 kap. Brott mot familj;2020;Nov;0;0;
Danderyd kommun;7 kap. Brott mot familj;2020;Dec;0;0;
Haninge kommun;3-7 kap. Brott mot person;2020;Jan;213;229;
Haninge kommun;3-7 kap. Brott mot person;2020;Feb;198;213;
Haninge kommun;3-7 kap. Brott mot person;2020;Mar;241;259;
Haninge kommun;3-7 kap. Brott mot person;2020;Apr;208;224;
Haninge kommun;3-7 kap. Brott mot person;2020;Maj;229;247;
Haninge kommun;3-7 kap. Brott mot person;2020;Jun;265;285;
Haninge kommun;3-7 kap. Brott mot person;2020;Jul;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Aug;212;228;
Haninge kommun;3-7 kap. Brott mot person;2020;Sep;210;226;
Haninge kommun;3-7 kap. Brott mot person;2020;Okt;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Nov;253;272;
Haninge kommun;3-7 kap. Brott mot person;2020;Dec;183;197;
Haninge kommun;3-7 kap. Brott mot person;2020;Jan;213;229;
Haninge kommun;3-7 kap. Brott mot person;2020;Feb;198;213;
Haninge kommun;3-7 kap. Brott mot person;2020;Mar;241;259;
Haninge kommun;3-7 kap. Brott mot person;2020;Apr;208;224;
Haninge kommun;3-7 kap. Brott mot person;2020;Maj;229;247;
Haninge kommun;3-7 kap. Brott mot person;2020;Jun;265;285;
Haninge kommun;3-7 kap. Brott mot person;2020;Jul;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Aug;212;228;
Haninge kommun;3-7 kap. Brott mot person;2020;Sep;210;226;
Haninge kommun;3-7 kap. Brott mot person;2020;Okt;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Nov;253;272;
Haninge kommun;3-7 kap. Brott mot person;2020;Dec;183;197;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Jan;83;89;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Feb;81;87;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Mar;83;89;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Apr;84;90;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Maj;98;105;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Jun;114;123;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Jul;94;101;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Aug;96;103;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Sep;83;89;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Okt;94;101;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Nov;115;124;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Dec;85;92;
Haninge kommun;3-7 kap. Brott mot person;2020;Jan;213;229;
Haninge kommun;3-7 kap. Brott mot person;2020;Feb;198;213;
Haninge kommun;3-7 kap. Brott mot person;2020;Mar;241;259;
Haninge kommun;3-7 kap. Brott mot person;2020;Apr;208;224;
Haninge kommun;3-7 kap. Brott mot person;2020;Maj;229;247;
Haninge kommun;3-7 kap. Brott mot person;2020;Jun;265;285;
Haninge kommun;3-7 kap. Brott mot person;2020;Jul;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Aug;212;228;
Haninge kommun;3-7 kap. Brott mot person;2020;Sep;210;226;
Haninge kommun;3-7 kap. Brott mot person;2020;Okt;230;248;
Haninge kommun;3-7 kap. Brott mot person;2020;Nov;253;272;
Haninge kommun;3-7 kap. Brott mot person;2020;Dec;183;197;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Jan;83;89;
Haninge kommun;3 kap. Brott mot liv och hälsa;2020;Feb;81;87;
