Region;Brott;År;Period;Antal;/100 000 inv
Botkyrka kommun;6 kap. Sexualbrott;2021;Nov;16;17;
Botkyrka kommun;6 kap. Sexualbrott;2021;Dec;5;5;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Jan;241;253;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Feb;238;250;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Mar;196;206;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Apr;242;255;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Maj;254;267;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Jun;226;238;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Jul;215;226;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Aug;208;219;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Sep;226;238;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Okt;268;282;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Nov;228;240;
Botkyrka kommun;3-7 kap. Brott mot person;2021;Dec;215;226;
Botkyrka kommun;7 kap. Brott mot familj;2021;Jan;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2021;Feb;1;1;
Botkyrka kommun;7 kap. Brott mot familj;2021;Mar;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2021;Apr;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2021;Maj;1;1;
Botkyrka kommun;7 kap. Brott mot familj;2021;Jun;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2021;Jul;2;2;
Botkyrka kommun;7 kap. Brott mot familj;2021;Aug;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2021;Sep;0;0;
Botkyrka kommun;7 kap. Brott mot familj;2021;Okt;4;4;
Botkyrka kommun;7 kap. Brott mot familj;2021;Nov;3;3;
Botkyrka kommun;7 kap. Brott mot familj;2021;Dec;2;2;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jan;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Feb;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Mar;14;43;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Apr;11;34;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Maj;20;61;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jun;12;37;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jul;6;18;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Aug;12;37;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Sep;20;61;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Okt;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Nov;6;18;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Dec;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jan;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Feb;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Mar;14;43;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Apr;11;34;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Maj;20;61;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jun;12;37;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Jul;6;18;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Aug;12;37;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Sep;20;61;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Okt;10;31;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Nov;6;18;
Danderyd kommun;3 kap. Brott mot liv och hälsa;2021;Dec;17;52;
Danderyd kommun;därav misshandel inkl. grov;2021;Jan;9;27;
Danderyd kommun;därav misshandel inkl. grov;2021;Feb;9;27;
Danderyd kommun;därav misshandel inkl. grov;2021;Mar;14;43;
Danderyd kommun;därav misshandel inkl. grov;2021;Apr;11;34;
Danderyd kommun;därav misshandel inkl. grov;2021;Maj;19;58;
Danderyd kommun;därav misshandel inkl. grov;2021;Jun;10;31;
Danderyd kommun;därav misshandel inkl. grov;2021;Jul;4;12;
Danderyd kommun;därav misshandel inkl. grov;2021;Aug;9;27;
Danderyd kommun;därav misshandel inkl. grov;2021;Sep;14;43;
Danderyd kommun;därav misshandel inkl. grov;2021;Okt;7;21;
Danderyd kommun;därav misshandel inkl. grov;2021;Nov;5;15;
Danderyd kommun;därav misshandel inkl. grov;2021;Dec;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Jan;7;21;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Feb;16;49;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Mar;15;46;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Apr;13;40;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Maj;26;79;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Jun;27;82;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Jul;11;34;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Aug;25;76;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Sep;27;82;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Okt;22;67;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Nov;18;55;
Danderyd kommun;4 kap. Brott mot frihet och frid;2021;Dec;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Jan;2;6;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Feb;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Mar;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Apr;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Maj;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Jun;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Jul;0;0;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Aug;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Sep;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Okt;1;3;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Nov;2;6;
Danderyd kommun;5 kap. Ärekränkningsbrott;2021;Dec;1;3;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;6 kap. Sexualbrott;2021;Jan;8;24;
Danderyd kommun;6 kap. Sexualbrott;2021;Feb;3;9;
Danderyd kommun;6 kap. Sexualbrott;2021;Mar;1;3;
Danderyd kommun;6 kap. Sexualbrott;2021;Apr;4;12;
Danderyd kommun;6 kap. Sexualbrott;2021;Maj;2;6;
Danderyd kommun;6 kap. Sexualbrott;2021;Jun;0;0;
Danderyd kommun;6 kap. Sexualbrott;2021;Jul;0;0;
Danderyd kommun;6 kap. Sexualbrott;2021;Aug;5;15;
Danderyd kommun;6 kap. Sexualbrott;2021;Sep;2;6;
Danderyd kommun;6 kap. Sexualbrott;2021;Okt;1;3;
Danderyd kommun;6 kap. Sexualbrott;2021;Nov;3;9;
Danderyd kommun;6 kap. Sexualbrott;2021;Dec;1;3;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jan;27;82;
Danderyd kommun;3-7 kap. Brott mot person;2021;Feb;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Mar;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Apr;28;85;
Danderyd kommun;3-7 kap. Brott mot person;2021;Maj;49;150;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jun;39;119;
Danderyd kommun;3-7 kap. Brott mot person;2021;Jul;17;52;
Danderyd kommun;3-7 kap. Brott mot person;2021;Aug;43;131;
Danderyd kommun;3-7 kap. Brott mot person;2021;Sep;50;153;
Danderyd kommun;3-7 kap. Brott mot person;2021;Okt;34;104;
Danderyd kommun;3-7 kap. Brott mot person;2021;Nov;30;92;
Danderyd kommun;3-7 kap. Brott mot person;2021;Dec;36;110;
Danderyd kommun;7 kap. Brott mot familj;2021;Jan;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Feb;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Mar;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Apr;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Maj;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Jun;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Jul;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Aug;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Sep;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Okt;0;0;
Danderyd kommun;7 kap. Brott mot familj;2021;Nov;1;3;
Danderyd kommun;7 kap. Brott mot familj;2021;Dec;0;0;
Haninge kommun;3-7 kap. Brott mot person;2021;Jan;182;192;
Haninge kommun;3-7 kap. Brott mot person;2021;Feb;171;181;
Haninge kommun;3-7 kap. Brott mot person;2021;Mar;216;228;
Haninge kommun;3-7 kap. Brott mot person;2021;Apr;228;241;
Haninge kommun;3-7 kap. Brott mot person;2021;Maj;198;209;
Haninge kommun;3-7 kap. Brott mot person;2021;Jun;242;256;
Haninge kommun;3-7 kap. Brott mot person;2021;Jul;241;255;
Haninge kommun;3-7 kap. Brott mot person;2021;Aug;192;203;
Haninge kommun;3-7 kap. Brott mot person;2021;Sep;245;259;
Haninge kommun;3-7 kap. Brott mot person;2021;Okt;273;288;
Haninge kommun;3-7 kap. Brott mot person;2021;Nov;220;232;
Haninge kommun;3-7 kap. Brott mot person;2021;Dec;182;192;
Haninge kommun;3-7 kap. Brott mot person;2021;Jan;182;192;
Haninge kommun;3-7 kap. Brott mot person;2021;Feb;171;181;
Haninge kommun;3-7 kap. Brott mot person;2021;Mar;216;228;
Haninge kommun;3-7 kap. Brott mot person;2021;Apr;228;241;
Haninge kommun;3-7 kap. Brott mot person;2021;Maj;198;209;
Haninge kommun;3-7 kap. Brott mot person;2021;Jun;242;256;
Haninge kommun;3-7 kap. Brott mot person;2021;Jul;241;255;
Haninge kommun;3-7 kap. Brott mot person;2021;Aug;192;203;
Haninge kommun;3-7 kap. Brott mot person;2021;Sep;245;259;
Haninge kommun;3-7 kap. Brott mot person;2021;Okt;273;288;
Haninge kommun;3-7 kap. Brott mot person;2021;Nov;220;232;
Haninge kommun;3-7 kap. Brott mot person;2021;Dec;182;192;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Jan;72;76;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Feb;80;85;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Mar;90;95;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Apr;89;94;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Maj;79;83;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Jun;115;121;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Jul;98;104;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Aug;68;72;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Sep;99;105;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Okt;102;108;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Nov;85;90;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Dec;59;62;
Haninge kommun;3-7 kap. Brott mot person;2021;Jan;182;192;
Haninge kommun;3-7 kap. Brott mot person;2021;Feb;171;181;
Haninge kommun;3-7 kap. Brott mot person;2021;Mar;216;228;
Haninge kommun;3-7 kap. Brott mot person;2021;Apr;228;241;
Haninge kommun;3-7 kap. Brott mot person;2021;Maj;198;209;
Haninge kommun;3-7 kap. Brott mot person;2021;Jun;242;256;
Haninge kommun;3-7 kap. Brott mot person;2021;Jul;241;255;
Haninge kommun;3-7 kap. Brott mot person;2021;Aug;192;203;
Haninge kommun;3-7 kap. Brott mot person;2021;Sep;245;259;
Haninge kommun;3-7 kap. Brott mot person;2021;Okt;273;288;
Haninge kommun;3-7 kap. Brott mot person;2021;Nov;220;232;
Haninge kommun;3-7 kap. Brott mot person;2021;Dec;182;192;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Jan;72;76;
Haninge kommun;3 kap. Brott mot liv och hälsa;2021;Feb;80;85;
